candidate_id,power_state_0_night_avg,power_state_0_night_std,power_state_0_day_avg,power_state_0_day_std,power_state_0_evening_avg,power_state_0_evening_std,power_state_1_night_avg,power_state_1_night_std,power_state_1_day_avg,power_state_1_day_std,power_state_1_evening_avg,power_state_1_evening_std,power_state_2_night_avg,power_state_3_night_avg,power_state_2_day_avg,power_state_3_day_avg,power_state_2_evening_avg,power_state_3_evening_avg,calls_0_night_avg,calls_0_night_std,calls_0_night_median,calls_0_night_common,calls_0_day_avg,calls_0_day_std,calls_0_day_median,calls_0_day_common,calls_0_evening_avg,calls_0_evening_std,calls_0_evening_median,calls_0_evening_common,calls_1_night_avg,calls_1_night_std,calls_1_night_median,calls_1_night_common,calls_1_day_avg,calls_1_day_std,calls_1_day_median,calls_1_day_common,calls_1_evening_avg,calls_1_evening_std,calls_1_evening_median,calls_1_evening_common,calls_2_night_avg,calls_1_duration_0_night_avg,calls_duration_median_night_avg,calls_percent_outgoing_night_avg,calls_Snight_avg,calls_2_day_avg,calls_1_duration_0_day_avg,calls_duration_median_day_avg,calls_percent_outgoing_day_avg,calls_Sday_avg,calls_2_evening_avg,calls_1_duration_0_evening_avg,calls_duration_median_evening_avg,calls_percent_outgoing_evening_avg,calls_Sevening_avg,texts_0_night_avg,texts_0_night_std,texts_0_day_avg,texts_0_day_std,texts_0_evening_avg,texts_0_evening_std,texts_1_night_avg,texts_1_night_std,texts_1_day_avg,texts_1_day_std,texts_1_evening_avg,texts_1_evening_std,accelerometer_night_avg,accelerometer_night_std,accelerometer_day_avg,accelerometer_day_std,accelerometer_evening_avg,accelerometer_evening_std
19cchoff,14.857142857142858,18.426910224130445,60.0,55.05581583395942,28.714285714285715,27.133080946192838,23.20715714285714,23.134011393608155,64.1968880952381,62.68482109391783,81.79162618809524,78.96000816555136,3.2857142857142856,0.10695389266817837,17.714285714285715,0.2477187888233467,5.428571428571429,0.09801130597166403,0.0,0.0,0.0,0,1.5714285714285714,1.9166296949998198,0.0,0,0.8571428571428571,1.456862718169367,0.0,0,0.0,0.0,0.0,0,2.5714285714285716,3.288818409491811,1.0,0,2.2857142857142856,4.430874976934521,0.0,0,0.14285714285714285,0.0,3.7142857142857144,0.0,0.00035487153094413863,0.42857142857142855,0.7142857142857143,182.85714285714286,0.3602350030921459,0.02974834316864334,0.42857142857142855,1.0,89.0,0.24060150375939848,0.03885386238828222,0.0,0.0,1.4285714285714286,2.3211538298959886,1.0,1.7728105208558367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.682760534840365e-08,4.958370088929588e-08,3.418434703402919e-08,8.373420742359507e-08
2pe2t6si,64.42857142857143,22.827659556256013,130.42857142857142,11.842503872035833,51.285714285714285,16.298240796516186,70.75835000000001,24.848465446892227,201.86183095238098,34.7371979102116,95.55037857142858,33.58524934434111,4.714285714285714,0.05935706327413126,5.714285714285714,0.044666781140958935,5.0,0.09361428110603853,1.1428571428571428,0.989743318610787,1.0,1,6.714285714285714,4.060762972443399,4.0,4,1.4285714285714286,1.3997084244475304,2.0,0,2.857142857142857,3.398679215248663,2.0,0,17.285714285714285,5.443588252359329,16.0,25,3.857142857142857,3.833259389999639,2.0,1,1.2857142857142858,1.7142857142857142,66.64285714285714,0.3163265306122449,0.011955906811529903,3.7142857142857144,6.285714285714286,16.928571428571427,0.6367103053967386,0.1354472660776131,1.4285714285714286,1.2857142857142858,1127.857142857143,0.6031746031746031,0.0926221928859514,0.7142857142857143,1.1605769149479943,5.428571428571429,3.499271061118826,0.14285714285714285,0.34992710611188266,0.0,0.0,0.0,0.0,0.0,0.0,4.747382320840012e-09,1.162866429996781e-08,1.8821325980049956e-07,1.4830953754049058e-07,1.3318876594322895e-07,1.2548607926357226e-07
2ppn81sa,29.285714285714285,20.871814800376715,54.42857142857143,23.61511103907316,13.0,6.90755280213519,92.8844142857143,77.31657071056385,195.36592857142858,103.61259043900395,69.70289761904762,44.27355190574826,4.285714285714286,0.1013221077904846,9.285714285714286,0.16337783187234836,2.4285714285714284,0.1555961391773749,1.0,1.3093073414159542,0.0,0,2.0,1.4142135623730951,2.0,2,0.2857142857142857,0.45175395145262565,0.0,0,4.285714285714286,4.7423407636279515,3.0,0,8.714285714285714,7.20544012166771,6.0,11,0.14285714285714285,0.3499271061118826,0.0,0,0.42857142857142855,2.5714285714285716,12.714285714285714,0.4977336389101095,0.01705727805492005,1.1428571428571428,6.142857142857143,20.071428571428573,0.6056776556776555,0.057887901936624755,0.0,0.14285714285714285,60.42857142857143,0.14285714285714285,0.00560161858537588,3.857142857142857,4.389226141639205,7.428571428571429,5.802884574739972,0.5714285714285714,1.049781318335648,0.14285714285714285,0.3499271061118826,1.4285714285714286,3.4992710611188262,0.0,0.0,0.0005234575066399424,0.0012470023626175017,2.3552676463712764e-05,1.8509327492066023e-05,1.19811378709822e-05,7.561211682251845e-06
2yct4nu4,25.285714285714285,17.59638181732894,38.42857142857143,18.859307235096285,21.142857142857142,10.176002182004643,53.798876190476186,35.139858115863305,77.42810952380952,42.391466396695115,68.51070238095238,43.896168998792035,4.285714285714286,0.12826230285606458,3.857142857142857,0.10049191949134041,1.7142857142857142,0.06254134560136758,0.5714285714285714,1.049781318335648,0.0,0,0.7142857142857143,1.0301575072754257,0.0,0,0.0,0.0,0.0,0,0.8571428571428571,1.7261494247992246,0.0,0,1.1428571428571428,1.456862718169367,0.0,0,0.0,0.0,0.0,0,0.2857142857142857,0.42857142857142855,7.928571428571429,0.125,0.009998647867456165,0.0,0.42857142857142855,14.642857142857142,0.31428571428571433,0.0042445451876224815,0.0,0.0,0.0,0.0,0.0,3.142857142857143,3.681171064778608,2.7142857142857144,2.710523708715754,0.0,0.0,0.14285714285714285,0.3499271061118826,0.0,0.0,0.0,0.0,2.4011376038232265e-08,2.8287424979422536e-08,1.3456102242317365e-07,1.5203766977331188e-07,0.0,0.0
4mhhnq35,26.142857142857142,16.50479213032706,77.85714285714286,39.480297333619724,34.857142857142854,19.23856670803706,73.6588119047619,40.048232463149205,172.38850714285712,87.06937057911173,69.39246190476192,59.35344848560788,3.142857142857143,0.08077054932644993,9.714285714285714,0.09527360781183898,3.857142857142857,0.10331090132880415,1.0,1.0690449676496976,1.0,0,8.428571428571429,5.421047417431508,7.0,0,0.8571428571428571,1.355261854357877,0.0,0,2.2857142857142856,2.050385727772475,2.0,0,6.571428571428571,5.421047417431508,6.0,1,2.4285714285714284,2.664965443739661,1.0,0,0.0,1.0,68.28571428571429,0.5571428571428572,0.02197633821319179,1.1428571428571428,3.5714285714285716,59.07142857142857,0.45312670522754556,0.08747486479182838,0.42857142857142855,1.0,37.142857142857146,0.5428571428571428,0.035648342894624874,2.7142857142857144,4.025429372458677,9.428571428571429,7.650530193711933,0.5714285714285714,1.3997084244475304,0.0,0.0,0.42857142857142855,0.7284313590846835,0.0,0.0,0.0,0.0,1.270859094781429e-07,5.995019875911448e-08,0.0,0.0
5iwkzjai,6.428571428571429,7.30669248716824,34.714285714285715,32.93593038315574,5.857142857142857,7.935968235617799,36.99478571428572,37.942499477493016,164.06324999999998,149.89491077567013,39.61220714285714,52.69837987464105,0.14285714285714285,0.015873015873015872,4.857142857142857,0.07181543150061764,0.0,0.0,0.0,0.0,0.0,0,0.42857142857142855,1.049781318335648,0.0,0,0.0,0.0,0.0,0,0.2857142857142857,0.6998542122237653,0.0,0,3.0,4.928053803045811,0.0,0,0.0,0.0,0.0,0,0.0,0.0,6.214285714285714,0.14285714285714285,0.0009862400392863996,0.14285714285714285,1.0,384.7857142857143,0.3968253968253968,0.03070766584544934,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,3.4992710611188262,1.5714285714285714,2.498979383505129,0.0,0.0,1.5714285714285714,3.849198167230709,0.2857142857142857,0.6998542122237653,0.0,0.0,0.0,0.0,1.3013947581884102e-07,1.3975034846822458e-07,4.3114232261582944e-08,7.706387059668253e-08
6ilaolvn,31.714285714285715,22.920448049187655,88.0,15.95529468770253,24.571428571428573,8.226388599364554,87.84521428571429,39.139649831826176,170.4747738095238,37.74042636278964,82.91224285714284,41.97935637989211,2.2857142857142856,0.04487179487179487,7.571428571428571,0.08484515228893205,1.5714285714285714,0.07442268799411657,1.8571428571428572,2.231499907401901,1.0,0,3.0,1.6903085094570331,3.0,1,0.5714285714285714,0.9035079029052512,0.0,0,5.714285714285714,7.085483867221283,2.0,1,9.857142857142858,6.53405521487387,9.0,4,2.142857142857143,2.899683304312063,1.0,0,0.2857142857142857,3.0,50.57142857142857,0.6908541194255479,0.05442094978908652,2.4285714285714284,2.7142857142857144,69.5,0.6048151292209017,0.13120580621368583,0.14285714285714285,0.7142857142857143,44.142857142857146,0.5333333333333333,0.029659676009398086,3.142857142857143,2.5314350209527645,4.142857142857143,5.792324266489512,0.7142857142857143,1.0301575072754257,0.14285714285714285,0.3499271061118826,0.8571428571428571,1.7261494247992246,0.14285714285714285,0.3499271061118826,4.454688896404672e-07,6.422777858154195e-07,1.7736694187648386e-07,2.734144308133867e-07,7.448494850586267e-08,1.1309224125070637e-07
75nqpmzi,7.285714285714286,4.2999762695121175,28.857142857142858,11.55642766637525,20.0,14.222718245318449,61.99445952380954,45.555508502777755,205.9017785714286,107.05522965826687,118.8505142857143,82.06356693464681,0.8571428571428571,0.11961451247165532,0.42857142857142855,0.013933187846231324,0.5714285714285714,0.014896867838044309,0.0,0.0,0.0,0,1.2857142857142858,1.1605769149479943,1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.2857142857142858,1.1605769149479943,1.0,1,0.2857142857142857,0.6998542122237652,0.0,0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,233.85714285714286,0.4047619047619047,0.05677946673500816,0.0,0.14285714285714285,24.714285714285715,0.14285714285714285,0.0041084700245762,1.5714285714285714,1.9166296949998198,3.5714285714285716,3.7361990944634345,1.5714285714285714,1.9166296949998198,0.0,0.0,0.0,0.0,0.0,0.0,1.1560592376599543e-05,8.700086544032921e-06,1.8132284326227454e-05,8.042599204371148e-06,0.0018591342743924228,0.00438058834410718
88rmiq3k,14.285714285714286,9.035079029052511,21.428571428571427,16.413036132965797,5.142857142857143,3.1815796359028696,86.61177142857142,52.305852100856214,138.6695738095238,60.408240985054356,43.09929523809524,33.69029845084193,1.0,0.046190476190476185,4.571428571428571,0.15780415229593564,0.14285714285714285,0.023809523809523808,0.8571428571428571,0.9897433186107869,1.0,0,1.7142857142857142,2.762725657973388,0.0,0,0.0,0.0,0.0,0,0.7142857142857143,0.8806305718527109,0.0,0,2.2857142857142856,2.3733211036908783,1.0,0,0.42857142857142855,1.049781318335648,0.0,0,0.2857142857142857,0.0,69.28571428571429,0.22380952380952376,0.021631293118179983,0.0,1.0,107.92857142857143,0.541156462585034,0.06700634179128014,0.0,0.14285714285714285,48.142857142857146,0.14285714285714285,0.011859491898769453,6.285714285714286,7.244984190346266,9.571428571428571,6.343886660335576,0.0,0.0,0.5714285714285714,1.3997084244475304,0.0,0.0,0.0,0.0,2.060131281742011e-05,6.811131307288832e-06,2.7520628589933703e-05,1.0806949308490103e-05,2.8662015596041176e-05,1.4750303909755383e-05
a69zdg9g,2.142857142857143,2.8499910490371434,18.142857142857142,13.600720269042176,6.142857142857143,6.685347975312909,22.759845238095238,38.39766495007827,41.749097619047625,51.2467234135111,52.98890238095238,64.06265867440105,0.5714285714285714,0.14880952380952378,6.428571428571429,0.26437943598492025,2.142857142857143,0.14661654135338348,0.14285714285714285,0.34992710611188266,0.0,0,2.0,1.6035674514745464,2.0,0,0.2857142857142857,0.45175395145262565,0.0,0,0.2857142857142857,0.6998542122237653,0.0,0,1.8571428571428572,1.8844151368961313,2.0,0,0.7142857142857143,1.0301575072754257,0.0,0,0.14285714285714285,0.0,9.142857142857142,0.09523809523809523,0.001575954059795591,0.5714285714285714,0.2857142857142857,14.857142857142858,0.27414965986394557,0.046894717641086846,0.2857142857142857,0.2857142857142857,178.0,0.2285714285714286,0.03376039079239076,0.0,0.0,0.14285714285714285,0.34992710611188266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19341764992666e-06,1.8045456672978723e-06,6.362910469675031e-06,6.578750881585552e-06,5.3540746105544e-06,4.944930172141521e-06
